State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Calls,Eve Calls,Night Calls,Intl Calls,CustServ Calls
NE,139,415,375-9930,no,no,0,103,108,70,4,0
MS,107,510,352-6282,no,yes,30,87,90,76,4,3
KY,147,408,396-2945,no,no,0,79,91,113,2,1
RI,116,510,412-3527,no,no,0,126,94,64,2,3
NY,60,510,328-4231,no,yes,31,75,135,62,3,2
TX,38,510,413-9055,no,no,0,92,78,93,11,0
DE,63,408,363-8755,no,no,0,118,90,84,4,3
NM,94,415,388-8891,no,no,0,79,152,92,3,3
RI,131,415,360-1776,no,no,0,133,116,105,5,0
MS,158,510,411-3578,no,no,0,105,88,98,6,1
NY,139,510,399-7268,no,no,0,109,107,118,2,1
NE,77,415,350-1532,no,no,0,102,144,89,7,1
WI,140,415,359-2197,no,no,0,79,99,124,10,3
KY,72,408,407-9290,no,no,0,97,105,94,6,1
SD,52,510,358-6672,no,yes,20,63,123,107,2,1
VA,103,510,393-4621,no,no,0,121,123,73,3,5
KS,74,415,336-7357,no,yes,32,107,115,92,4,1
ND,124,415,351-1466,no,no,0,101,112,62,4,2
CO,85,510,394-6668,no,yes,21,110,108,80,1,5
KY,113,408,403-2673,no,yes,20,83,56,100,2,5
WA,71,408,355-1735,no,no,0,132,90,72,2,2
NV,177,415,416-7679,no,yes,27,106,78,108,2,1
SC,49,415,340-4972,yes,no,0,92,119,86,6,2
RI,106,510,417-4826,yes,no,0,84,61,102,3,3
ID,60,510,408-6676,no,no,0,106,48,90,3,1
KY,43,408,417-6683,no,no,0,93,60,144,2,4
ME,66,510,331-6270,no,no,0,133,99,122,5,1
SD,125,415,404-9754,no,no,0,73,85,95,4,0
SC,114,510,364-9425,no,yes,4,96,88,85,3,3
TN,112,415,339-6477,no,no,0,119,94,94,5,3
MT,101,408,362-2787,no,yes,16,112,97,111,5,2
WI,70,415,405-9233,no,no,0,100,83,89,1,0
AK,59,408,416-1845,no,no,0,96,123,106,4,0
AZ,59,408,385-9657,no,no,0,70,98,128,2,1
MT,124,415,420-5652,no,yes,30,35,101,82,7,2
DE,99,415,415-1141,no,no,0,88,98,125,4,2
VA,150,510,334-5634,no,no,0,123,83,107,3,1
MA,81,510,403-4200,no,no,0,77,87,100,3,2
IN,86,510,357-7893,no,no,0,96,77,110,3,0
MD,84,510,369-2899,no,no,0,96,94,70,7,0
NV,118,510,381-1026,no,yes,35,119,91,130,1,1
CO,89,415,388-8722,no,no,0,128,92,120,3,1
KS,93,415,418-3135,no,no,0,120,84,63,6,3
AR,85,415,380-3974,no,no,0,97,95,88,3,2
WY,160,408,338-7232,no,no,0,116,95,54,9,0
PA,28,415,334-5223,no,no,0,87,92,112,3,3
TX,73,408,340-8323,no,no,0,109,67,152,14,1
NY,156,408,337-6851,no,no,0,95,128,105,5,3
OR,33,415,344-5973,yes,no,0,100,104,136,6,1
CA,77,510,335-2261,no,no,0,86,78,100,3,4
NY,119,415,343-1458,no,no,0,102,71,103,7,1
AR,91,510,415-4875,no,yes,27,96,93,82,2,3
MI,102,510,381-2726,no,no,0,88,89,121,6,3
OK,86,415,395-3852,no,yes,33,112,94,98,4,3
TX,82,415,358-7914,no,no,0,110,88,105,4,0
NC,89,408,332-6958,no,no,0,151,142,67,7,0
ID,86,415,355-1019,no,no,0,98,95,123,7,3
IL,134,408,382-9447,no,no,0,111,92,105,2,1
OR,92,415,386-8536,no,no,0,82,89,99,2,2
SD,87,510,363-3818,no,no,0,81,103,96,3,3
NE,64,408,360-6416,no,no,0,113,99,74,4,0
RI,80,510,332-8764,no,no,0,118,67,112,5,3
MD,165,415,398-4814,no,yes,39,113,94,113,4,3
ID,153,415,410-5963,no,yes,22,104,91,117,11,1
ME,41,415,399-6642,no,yes,30,109,86,93,4,1
SD,108,415,390-9986,no,no,0,78,109,83,1,2
NY,104,415,391-1793,no,yes,26,112,97,104,4,1
DE,115,408,352-5542,no,no,0,67,90,92,7,1
OK,87,415,386-8118,no,no,0,106,122,75,3,1
SC,159,415,394-9825,no,yes,23,93,88,91,3,2
IN,119,510,382-4952,no,no,0,129,87,145,3,2
NV,69,415,387-2698,no,no,0,109,105,114,6,1
IL,87,408,417-1360,yes,yes,36,138,102,97,3,1
SD,93,510,408-4836,no,no,0,106,89,114,3,1
OK,154,415,374-8329,yes,no,0,69,141,106,10,0
KS,57,415,363-8424,no,yes,37,76,122,110,1,1
IA,130,510,408-8910,no,no,0,72,112,121,9,5
NJ,151,415,399-3840,no,no,0,128,65,61,10,2
NJ,162,408,367-8692,no,no,0,87,71,65,4,2
MT,60,415,387-4504,no,no,0,133,92,112,2,1
IA,81,510,328-2647,no,no,0,89,69,71,3,3
WA,132,415,369-7903,no,no,0,115,91,122,6,3
NE,86,408,399-6852,no,no,0,121,96,108,8,1
TX,136,408,335-4888,no,no,0,106,101,106,8,1
MS,121,415,344-2260,no,yes,21,84,102,129,2,1
IA,105,510,349-4070,no,yes,15,125,142,85,1,2
WI,105,415,394-6505,no,yes,34,61,74,103,4,2
MT,51,415,419-3612,no,yes,26,61,97,91,8,1
GA,64,408,356-1952,no,no,0,117,108,84,5,3
MT,80,510,416-7866,yes,yes,30,132,109,114,10,0
ND,56,415,398-1759,no,no,0,133,89,94,4,4
VT,120,415,338-9950,no,no,0,98,88,119,5,1
SD,103,510,412-7278,no,no,0,125,113,95,4,3
OH,164,510,347-1263,no,yes,27,102,113,127,9,3
OH,116,415,386-5684,no,yes,27,118,91,67,2,2
MT,121,408,334-4354,no,no,0,79,116,102,4,1
IL,55,415,398-5970,yes,no,0,121,91,98,6,1
NV,183,415,330-3429,no,no,0,92,112,112,6,2
UT,104,408,418-4637,no,no,0,101,117,146,4,0
NH,90,408,393-7322,no,no,0,97,102,126,2,1
LA,82,415,353-5557,no,no,0,101,83,103,3,1
VT,101,415,411-5334,no,no,0,92,110,116,7,3
NY,9,415,398-8588,no,yes,16,87,108,96,3,2
CT,97,415,374-7285,no,no,0,58,91,105,9,0
KS,94,408,379-7215,no,no,0,104,144,61,2,3
MI,127,510,357-7875,no,yes,25,118,48,105,5,0
SD,125,510,393-9677,no,yes,34,112,108,102,3,0
ME,140,415,345-9598,no,no,0,104,106,116,4,1
MD,90,415,353-3203,no,no,0,122,154,109,5,2
VA,67,415,330-7486,no,no,0,65,109,82,3,2
NJ,113,415,397-6425,no,no,0,55,105,83,6,1
TN,121,510,338-1815,no,yes,26,91,90,122,5,0
DC,93,408,406-5023,no,no,0,95,87,91,3,4
DC,121,408,368-2458,no,no,0,121,94,59,4,1
OR,53,408,400-8375,no,no,0,119,105,112,2,0
RI,75,415,387-8201,no,no,0,91,75,113,5,1
AK,132,510,346-4360,no,no,0,121,109,81,9,2
WI,162,408,412-8811,no,no,0,131,122,88,6,3
IN,140,415,413-3990,no,no,0,114,103,121,4,1
MI,91,408,345-2448,no,no,0,116,98,121,5,2
ID,73,510,394-4512,no,yes,28,107,123,139,1,2
NH,95,408,400-8538,yes,no,0,134,71,120,2,4
MN,145,408,412-8769,no,no,0,137,100,123,3,0
AZ,100,415,390-1552,no,no,0,108,81,81,4,1
MN,122,415,389-2477,no,no,0,101,121,89,9,2
MO,109,415,389-4695,no,no,0,72,120,68,5,0
AL,82,408,406-8037,no,no,0,107,114,95,7,1
PA,65,415,382-9138,no,yes,23,106,100,75,4,0
AK,52,510,414-7942,no,no,0,83,79,104,6,3
MS,136,415,348-7071,no,yes,24,76,114,91,5,2
IA,75,415,404-2942,no,no,0,110,86,103,7,1
WY,146,408,348-3581,no,no,0,69,98,80,2,1
NE,105,408,327-6764,no,no,0,99,95,114,8,4
ND,48,415,405-2831,no,no,0,84,98,99,3,2
CT,45,415,416-4351,no,no,0,107,78,108,7,1
NC,106,415,419-3196,no,yes,37,104,99,90,5,2
CT,33,510,411-6211,no,no,0,65,96,82,2,2
ND,68,408,391-8369,no,no,0,97,144,101,4,2
WA,106,408,416-4464,no,no,0,66,82,107,3,0
NV,141,415,347-1814,no,no,0,111,87,82,6,0
CO,98,408,386-7337,no,no,0,122,110,104,4,0
KS,94,510,375-8505,no,yes,28,88,102,71,4,0
CO,65,510,407-5056,no,no,0,53,132,87,4,2
MO,85,415,367-8924,no,no,0,112,126,95,4,1
MA,71,510,419-5171,no,no,0,108,92,126,5,3
NY,112,408,396-7687,no,yes,30,113,96,99,7,0
AK,110,415,394-4548,no,no,0,95,98,106,6,0
WI,111,415,382-6438,no,no,0,108,89,99,3,2
NH,74,408,413-2194,no,no,0,112,100,88,4,2
TN,105,510,366-2622,no,no,0,82,111,74,4,2
NY,40,408,416-7591,no,no,0,82,97,86,7,0
GA,128,408,355-2634,yes,yes,18,89,109,102,2,0
MN,123,408,422-5350,no,no,0,135,88,77,6,2
MI,122,510,329-2388,no,no,0,87,74,87,4,0
ID,114,408,381-5273,no,yes,19,100,109,112,1,3
CT,102,415,421-6694,no,yes,25,100,83,93,6,2
NC,126,415,342-1702,no,no,0,93,107,66,1,0
LA,150,415,381-4029,no,no,0,112,81,78,2,4
NJ,60,408,335-2967,no,no,0,101,115,76,4,2
TX,123,408,416-6594,no,no,0,85,103,91,5,3
CA,138,510,388-6026,yes,no,0,129,86,108,1,0
MD,29,510,367-1024,no,no,0,71,74,87,4,1
WY,111,415,386-7118,no,no,0,96,111,120,7,4
TX,37,510,346-2020,yes,no,0,119,86,100,1,0
CA,111,408,329-9067,no,no,0,109,106,78,4,0
UT,81,510,329-6144,no,no,0,84,91,82,3,1
WA,46,510,332-1502,no,no,0,108,77,111,2,1
MS,69,510,342-8320,no,yes,27,78,89,102,3,0
OH,125,408,411-5748,no,no,0,95,113,69,3,1
KS,43,415,381-9367,no,no,0,117,97,96,3,3
RI,127,415,400-1280,no,yes,27,59,111,73,10,1
IN,94,510,360-5794,no,no,0,112,91,105,6,1
VT,46,408,373-3538,no,no,0,85,74,112,5,3
MT,73,408,394-9942,no,yes,26,98,97,96,6,2
CT,146,408,380-3329,no,yes,23,96,124,135,4,2
NM,93,415,334-7618,no,no,0,70,99,112,10,1
OH,52,408,327-9289,no,yes,31,77,97,88,4,1
GA,202,510,351-2589,no,no,0,137,70,113,3,3
MN,129,510,368-6892,no,yes,31,99,87,91,8,2
CT,94,415,337-9303,no,no,0,49,115,74,1,1
AL,100,415,377-5258,no,no,0,138,92,120,2,0
WV,43,415,348-5767,no,no,0,108,80,103,7,1
NH,130,415,373-3549,no,no,0,105,108,93,3,0
WY,124,415,422-8344,no,no,0,102,120,119,1,3
VA,92,510,411-2958,yes,no,0,120,112,95,5,3
VT,48,415,384-2908,no,no,0,64,126,81,5,4
OH,98,510,347-6393,no,yes,29,105,101,108,3,2
MT,100,415,385-7148,no,no,0,86,133,106,3,1
MA,79,415,419-2767,no,no,0,109,87,103,5,3
VA,164,415,375-1746,no,no,0,78,85,78,2,1
NM,105,415,362-7870,no,no,0,108,124,72,5,1
AR,89,408,410-3725,yes,no,0,134,105,86,4,0
NE,126,415,387-1535,no,no,0,96,92,108,4,3
WY,96,408,329-2045,no,no,0,102,73,91,7,1
IA,120,415,341-6743,no,yes,33,83,84,88,5,0
SC,212,415,336-8343,no,no,0,127,83,132,4,2
NC,72,415,368-5758,no,no,0,106,94,110,6,2
HI,155,415,346-8362,yes,yes,26,121,123,89,3,1
UT,89,415,345-9690,no,no,0,80,81,120,4,2
WY,126,408,339-9798,yes,no,0,126,112,104,8,2
AL,172,408,359-5731,no,no,0,102,111,104,5,2
VA,75,415,373-2091,no,no,0,116,79,98,11,3
WI,143,510,367-3439,no,no,0,99,133,99,2,2
FL,166,510,367-1681,yes,no,0,89,95,97,3,0
KS,132,415,420-9973,no,no,0,105,116,105,2,1
NV,94,408,351-4025,yes,no,0,94,106,76,1,1
NY,99,415,393-5897,no,no,0,83,111,57,5,0
VA,136,415,384-7216,no,yes,35,86,119,104,4,1
KS,119,415,384-4595,no,no,0,82,97,118,10,1
NC,115,510,329-9667,yes,no,0,69,96,112,1,3
MO,160,415,347-5063,no,no,0,103,121,92,3,2
ND,166,510,345-8433,no,no,0,89,113,85,2,2
CA,120,510,339-7602,no,no,0,94,106,109,8,1
WV,173,415,332-1109,no,no,0,114,138,99,3,1
IL,156,415,343-3296,no,no,0,65,116,86,2,0
NY,70,415,366-2536,no,no,0,125,104,72,4,0
NV,41,510,355-2293,no,no,0,89,104,124,1,1
AL,132,408,350-9318,no,no,0,85,76,97,4,0
KS,47,510,418-5300,yes,no,0,120,123,96,7,0
ND,160,510,395-2626,no,no,0,97,97,92,5,1
OK,180,415,402-7372,no,no,0,121,111,82,5,3
UT,93,415,337-9710,no,no,0,68,86,104,4,2
OH,109,415,363-4967,no,no,0,58,115,105,1,2
WY,80,510,400-5389,no,no,0,121,110,74,5,0
NM,54,415,416-9162,no,yes,24,88,98,119,3,2
AL,121,415,414-6541,no,no,0,128,99,105,7,2
DC,157,510,392-6647,no,yes,29,102,109,117,5,1
ID,170,510,343-2465,no,yes,37,130,103,93,4,0
AR,138,510,338-9171,no,no,0,101,142,98,6,3
ID,92,415,405-4606,no,yes,31,116,91,90,5,1
TX,126,415,386-9711,no,no,0,143,72,87,3,1
NM,41,415,327-8495,no,no,0,74,88,119,2,3
WA,167,415,416-5660,no,no,0,124,108,64,4,4
UT,91,510,370-3032,no,no,0,107,125,78,4,2
RI,127,510,331-8462,no,no,0,117,68,127,4,3
NC,88,408,414-4037,no,yes,27,106,92,104,1,1
RI,113,415,415-2865,no,no,0,130,100,74,9,1
NY,78,510,362-2353,no,no,0,81,82,112,6,2
TX,123,408,329-5114,no,no,0,92,71,104,2,2
DE,136,408,351-1389,yes,yes,29,98,85,104,3,2
MS,68,415,375-3668,no,yes,34,72,119,101,10,1
OH,132,415,375-5414,no,yes,10,54,68,116,4,0
LA,133,415,360-7079,no,no,0,67,133,95,1,2
FL,127,415,344-9302,no,no,0,105,107,131,5,0
WA,110,415,418-1775,no,no,0,105,85,59,4,2
WV,121,510,401-2468,no,no,0,142,88,51,6,1
NY,116,510,346-4984,no,no,0,128,137,94,3,2
NE,112,415,351-2928,yes,yes,16,72,91,92,3,1
PA,97,510,365-7774,yes,no,0,103,93,120,2,4
MS,43,510,358-3691,no,no,0,99,149,126,3,2
IN,110,415,364-9059,no,no,0,106,126,112,8,3
VA,67,408,356-7208,no,no,0,120,138,104,4,1
MN,166,408,333-5551,no,no,0,95,105,126,5,0
DE,129,408,362-6528,no,no,0,122,95,104,3,1
OR,103,510,394-2560,yes,no,0,78,86,106,3,3
UT,71,415,367-3220,no,no,0,110,67,84,7,0
CT,112,415,418-5708,no,yes,27,121,101,99,3,4
AL,8,415,421-2245,no,yes,36,67,59,130,12,1
TX,98,415,406-2242,no,no,0,121,73,71,2,0
CT,90,415,347-6994,no,no,0,111,115,122,7,1
MS,13,415,413-7468,no,no,0,133,86,80,3,0
AR,58,415,389-6082,no,no,0,107,88,84,3,2
CA,137,415,415-3689,no,yes,22,42,137,126,5,2
MI,116,408,379-2503,no,no,0,94,126,78,5,5
WV,94,415,396-1106,no,yes,28,107,86,86,4,3
DE,87,415,379-4372,no,no,0,72,105,87,7,3
FL,120,415,336-3738,no,no,0,103,86,70,6,2
AK,97,415,380-2600,no,yes,24,109,81,94,9,0
ID,134,415,345-4473,no,no,0,108,105,84,4,6
OH,68,510,380-9990,no,no,0,80,65,84,5,2
NH,93,408,411-1045,no,no,0,93,65,88,5,1
MA,120,415,413-5306,no,no,0,100,129,92,2,1
SC,41,408,417-6906,no,no,0,92,155,90,6,2
OR,80,510,331-4807,no,no,0,92,97,66,5,2
OH,83,415,376-5375,no,yes,25,95,136,86,5,2
NC,109,510,361-9839,yes,no,0,141,93,111,3,2
KY,66,510,348-8679,no,yes,33,104,94,107,9,3
ID,104,510,403-6565,no,no,0,88,85,105,5,0
WA,89,510,346-5287,no,no,0,96,63,125,5,1
WV,127,510,413-6769,no,no,0,112,103,83,1,2
RI,117,408,370-5042,no,yes,13,65,77,95,3,1
KS,128,510,397-9486,no,no,0,95,126,121,6,2
NV,88,415,364-3286,no,no,0,61,88,131,7,4
NE,61,408,420-8897,no,no,0,104,131,106,4,1
FL,22,415,378-9506,no,no,0,108,148,96,3,2
WY,78,415,399-6259,no,no,0,80,100,106,7,0
WA,56,415,335-5806,no,yes,29,115,111,101,3,1
CO,192,415,401-6392,no,no,0,88,98,105,3,2
WI,70,415,379-9859,no,no,0,108,116,96,4,2
KS,148,510,415-4051,no,no,0,84,85,104,3,1
RI,65,415,368-5612,no,yes,29,129,77,91,5,2
MT,119,510,374-5301,no,no,0,70,74,105,6,1
CO,80,415,406-5710,no,no,0,116,93,100,3,0
CT,152,408,354-7077,no,yes,20,105,111,130,3,5
FL,113,510,343-3340,no,no,0,85,92,72,4,3
VT,75,510,377-8267,no,no,0,133,121,123,4,1
OH,80,415,382-2453,no,no,0,83,86,98,6,1
NH,148,408,333-7449,no,no,0,121,125,82,6,1
RI,63,415,366-4287,yes,no,0,112,111,58,8,1
FL,97,415,415-2285,no,yes,28,97,84,64,3,1
MD,166,415,381-1328,no,no,0,116,93,108,4,0
WY,94,408,344-4022,no,no,0,109,80,117,6,1
FL,85,408,415-6601,no,yes,33,95,88,92,3,1
TN,80,415,351-7309,yes,no,0,122,79,78,3,1
NC,210,415,363-7802,no,yes,31,87,103,97,7,3
IN,88,415,408-4870,yes,yes,25,114,74,117,5,1
IA,100,408,378-9478,no,no,0,85,69,78,5,4
WV,154,408,401-4778,no,yes,35,76,91,75,1,1
UT,32,510,370-9563,no,yes,26,137,108,149,9,1
GA,18,408,394-6382,no,no,0,97,107,105,3,3
AK,126,415,333-5295,no,yes,31,88,65,114,4,0
UT,144,510,370-2451,no,yes,37,102,77,111,4,1
MS,29,510,401-6982,no,no,0,103,151,106,4,2
AR,86,408,329-8115,no,yes,16,88,129,82,7,0
AK,138,415,340-3409,no,yes,37,102,147,96,13,0
AK,146,415,397-5911,no,no,0,86,82,94,4,3
ME,175,415,415-6127,no,no,0,95,74,108,10,1
WV,74,510,392-6073,no,no,0,102,101,98,2,2
CT,48,415,419-6564,no,no,0,98,127,101,3,2
GA,74,510,340-8245,no,yes,31,70,59,75,2,4
NV,105,415,376-4540,yes,no,0,100,108,140,7,0
VT,157,510,361-5936,no,no,0,71,48,88,2,3
DC,217,415,421-9846,no,no,0,138,105,78,4,0
TN,68,415,356-1582,no,no,0,61,84,76,4,1
OR,80,415,375-4900,no,no,0,86,97,145,5,1
MS,38,415,420-8953,no,yes,25,106,109,117,6,2
NC,107,415,376-4035,no,yes,38,57,92,80,4,0
CO,140,415,344-5206,no,no,0,71,97,67,4,3
AR,98,415,328-7833,no,no,0,116,103,102,4,5
PA,114,415,417-4266,no,no,0,75,87,133,5,2
MN,46,408,351-6574,no,no,0,105,98,96,3,1
NM,118,415,372-8925,no,yes,42,105,105,105,7,0
UT,37,510,340-5678,no,no,0,112,96,97,4,3
NE,34,415,361-6814,no,no,0,74,84,166,4,0
MS,98,415,336-7155,yes,yes,23,54,83,90,7,1
NV,113,510,342-8167,no,no,0,108,140,115,2,3
OR,69,408,375-9180,no,no,0,87,66,75,1,0
VA,121,415,357-7064,no,no,0,112,104,139,2,2
NJ,59,510,347-5354,yes,yes,31,78,79,79,3,1
WV,59,510,362-9391,no,no,0,100,133,115,4,0
OR,190,415,386-8984,no,no,0,96,96,117,4,0
KY,109,415,384-6372,no,no,0,80,94,103,6,1
MO,136,415,358-1329,no,no,0,109,115,80,4,2
TX,86,510,400-7987,no,no,0,92,87,115,5,1
MN,100,415,327-8732,no,yes,27,100,70,91,4,0
FL,106,510,389-6955,no,no,0,94,118,65,3,0
PA,104,415,396-1800,no,no,0,107,85,94,6,2
WV,129,415,349-4979,no,no,0,100,90,96,6,2
IN,205,510,361-5864,no,no,0,123,81,67,4,2
OK,93,415,418-4658,no,yes,32,120,97,112,9,0
NE,123,415,330-6208,no,no,0,98,95,91,3,3
DE,99,415,416-6628,no,no,0,120,92,94,5,1
MI,61,415,349-5617,no,yes,33,53,116,102,3,3
IL,71,415,397-8051,no,no,0,112,96,61,3,1
UT,4,510,413-6346,yes,no,0,89,93,82,4,0
IL,148,408,395-9270,no,yes,25,102,109,90,2,3
WA,141,415,401-7575,no,no,0,104,114,109,2,1
NM,56,408,332-5964,no,no,0,57,97,110,3,0
MD,160,415,348-3338,no,no,0,111,61,81,4,3
VA,43,408,387-5411,no,yes,35,105,88,97,4,3
MT,42,415,378-7872,no,no,0,52,96,118,4,2
CT,135,415,389-6037,yes,no,0,107,94,105,4,1
AL,106,415,349-3732,no,no,0,110,69,71,3,3
WV,106,510,347-9738,no,no,0,133,73,92,7,0
MO,83,415,380-6074,no,yes,30,105,83,123,6,3
ND,110,415,338-4307,no,no,0,109,99,119,4,1
AR,153,408,339-3636,no,no,0,56,84,89,2,1
GA,109,510,328-9315,no,yes,35,116,130,69,6,5
FL,31,510,402-3634,no,no,0,84,107,65,1,1
LA,124,510,348-4316,no,no,0,120,111,91,2,4
UT,110,415,375-3826,no,no,0,108,122,122,5,2
AZ,124,415,360-1406,no,no,0,104,123,104,2,0
NY,82,415,356-5475,no,no,0,77,79,98,1,6
KY,122,415,363-9969,no,no,0,96,91,87,6,1
AL,137,415,350-4367,no,no,0,115,144,99,2,1
IN,69,510,348-1592,no,no,0,101,124,102,2,1
IN,46,415,368-9751,no,yes,34,102,96,132,2,1
FL,103,415,380-6413,no,no,0,90,117,76,4,1
NM,16,510,367-9259,no,no,0,84,141,75,4,2
AL,119,415,404-8765,no,no,0,97,68,105,4,3
MN,124,510,371-6284,yes,no,0,71,114,82,2,3
NY,122,415,403-9468,no,yes,37,107,118,85,5,1
MD,139,415,335-3133,no,no,0,119,118,64,6,4
KS,67,510,366-4426,no,no,0,78,116,102,3,2
WV,84,408,354-4752,no,no,0,83,86,109,4,1
ID,101,510,406-4768,no,yes,17,71,81,97,7,0
LA,40,510,367-9257,no,no,0,107,102,123,7,0
MI,61,415,342-8348,no,no,0,105,116,106,2,2
TN,120,408,410-7611,yes,no,0,72,98,89,2,1
CA,95,415,341-3270,no,no,0,98,95,113,8,1
FL,98,408,416-7452,no,no,0,101,93,88,0,0
LA,114,415,356-8982,no,no,0,96,83,119,4,2
IL,68,415,340-6908,yes,yes,29,113,96,85,9,1
AL,149,415,348-6659,no,yes,20,102,123,89,3,2
CT,22,408,345-2401,no,no,0,116,99,88,5,0
PA,176,415,422-5264,no,no,0,151,84,99,4,0
TX,152,415,422-1799,no,no,0,102,94,113,4,2
VA,118,408,404-2877,no,no,0,71,73,81,4,0
MO,101,415,417-7913,yes,no,0,51,96,74,4,1
MT,102,408,399-2457,no,no,0,85,82,129,7,2
ND,118,408,419-3427,no,no,0,94,120,105,8,2
FL,105,415,358-2490,no,no,0,97,106,126,3,2
WI,153,510,349-3112,no,no,0,103,90,126,2,1
KY,71,415,414-5422,no,no,0,92,125,123,8,0
MD,71,415,386-3766,no,yes,31,90,78,102,4,1
IN,68,415,386-9724,no,no,0,107,102,107,3,2
MA,66,415,416-7393,no,no,0,98,74,94,3,3
ND,101,415,395-1380,no,no,0,118,128,128,0,3
VT,116,415,408-4911,no,no,0,84,89,77,3,0
CT,54,415,387-4064,no,yes,33,73,58,76,4,0
VA,112,408,380-5667,no,yes,29,122,114,69,5,1
MS,122,408,402-8930,no,yes,45,85,93,110,5,1
AK,74,415,336-6533,no,no,0,114,96,90,5,3
WY,90,415,359-9992,no,no,0,83,88,99,7,1
NY,112,415,391-1737,no,no,0,123,124,89,6,4
NC,85,510,404-2871,no,no,0,111,98,97,4,4
IL,100,415,420-6121,no,no,0,95,101,74,3,1
OH,114,415,369-4012,no,no,0,109,97,102,3,2
RI,83,510,357-2294,no,no,0,106,116,92,2,0
WY,157,415,348-9938,yes,no,0,123,98,88,5,0
OR,51,510,394-3023,no,no,0,107,104,118,4,2
NV,42,415,352-5466,no,no,0,106,54,76,3,1
ND,101,415,364-5510,no,yes,36,125,106,127,4,1
OR,112,510,396-6462,no,no,0,122,94,101,7,3
ND,56,510,384-5335,no,no,0,92,107,104,1,2
NJ,53,408,416-6886,no,no,0,117,123,124,2,9
WV,64,415,357-2748,no,yes,22,80,84,67,5,1
VA,123,408,386-7976,no,no,0,107,111,134,8,0
ID,68,510,403-9199,no,yes,30,93,91,144,2,2
CT,40,510,361-1900,yes,no,0,100,106,94,3,0
NM,132,408,405-3848,no,no,0,78,98,88,2,0
CT,120,408,344-1136,yes,no,0,123,78,89,2,2
MI,108,408,378-6276,no,yes,32,108,64,145,6,6
SC,161,510,343-2592,no,no,0,141,107,93,5,1
SC,130,415,396-4410,no,no,0,102,137,105,4,0
NY,122,510,397-3943,no,no,0,102,111,91,5,0
MT,130,408,347-3821,no,yes,19,87,99,114,6,2
WY,90,510,400-8069,no,no,0,158,83,103,7,1
NE,139,415,346-5349,no,yes,25,96,79,83,8,0
IN,57,415,345-5089,no,no,0,157,70,117,5,3
CO,128,510,410-4613,no,no,0,86,102,82,2,4
WY,127,510,356-4706,yes,no,0,99,118,72,3,2
MD,107,415,347-3406,no,no,0,71,78,87,5,1
OK,177,408,333-9133,no,no,0,99,83,86,3,1
SD,121,415,392-2459,no,no,0,70,93,113,5,1
SC,99,510,401-3685,yes,yes,39,94,115,91,4,0
NY,126,415,352-7752,yes,no,0,87,92,113,1,1
NY,77,415,388-9285,no,yes,33,101,102,120,4,5
WV,21,415,332-5582,no,no,0,109,111,125,7,2
WA,56,408,376-2550,no,no,0,80,96,56,4,1
ID,92,415,333-4594,no,yes,29,130,115,113,6,1
MN,81,510,375-2522,no,no,0,59,131,121,4,2
TX,139,510,388-2240,yes,yes,31,82,72,112,6,1
AZ,68,415,420-1782,no,no,0,76,103,107,2,1
DE,183,415,384-8890,no,yes,8,119,97,133,2,2
CO,90,408,371-4788,no,no,0,102,114,133,6,0
WI,165,408,360-5636,no,no,0,88,81,94,5,1
WI,89,415,373-4264,no,no,0,112,110,97,1,1
NJ,59,510,352-9836,no,no,0,58,88,110,9,0
IL,16,415,342-2013,yes,no,0,91,75,73,7,0
DC,114,415,354-5689,no,no,0,119,111,106,3,5
IA,113,510,335-8427,no,no,0,141,72,123,5,2
GA,120,408,409-6753,no,no,0,99,85,96,4,2
AK,115,415,349-1756,no,no,0,120,84,79,5,0
CA,37,510,328-8980,no,no,0,120,88,88,4,2
MN,100,415,399-2151,yes,no,0,94,95,102,2,2
CO,132,415,379-9524,no,no,0,66,119,94,3,4
KY,38,408,352-9947,no,yes,36,98,83,79,6,2
SC,1,408,336-1043,no,no,0,113,77,81,2,0
MT,97,415,416-7013,no,yes,15,97,126,113,3,1
KY,55,415,345-4551,no,yes,28,82,109,91,6,2
WV,75,415,405-9864,no,no,0,121,119,110,6,1
ID,83,415,350-4297,no,no,0,104,98,73,3,2
MN,40,510,350-7114,no,no,0,123,108,64,3,6
MA,101,415,400-4244,no,yes,21,88,84,95,5,2
MD,120,415,417-2608,no,yes,40,99,78,121,3,0
SD,183,415,372-2990,no,yes,31,104,74,85,4,1
PA,75,510,353-9998,no,no,0,88,120,119,3,4
KY,80,415,330-3008,no,no,0,114,76,137,3,2
ID,88,415,384-8629,no,no,0,65,121,134,4,0
NY,112,415,404-9504,no,yes,23,79,102,101,6,1
NM,63,510,405-8753,no,no,0,96,112,131,2,1
CA,105,415,409-9911,no,yes,31,108,119,101,4,4
ID,92,415,394-4260,no,no,0,113,116,76,5,2
WY,177,415,380-9063,no,no,0,120,90,110,4,1
NM,118,510,395-4509,no,no,0,115,137,115,6,0
HI,111,408,401-6671,no,yes,13,104,98,94,4,1
ID,82,510,405-7204,no,yes,34,121,115,77,3,3
NC,74,415,329-5377,no,no,0,89,100,114,5,0
TX,121,415,408-9572,no,yes,31,70,118,143,4,5
GA,131,408,380-9879,no,no,0,79,114,111,5,1
